Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Test % Positive,Geography
11/28/2022,Niagara,11,57665,252,905516,5.12%,COUNTY
11/28/2022,North Country,37,99960,673,1944304,4.75%,REGION
11/28/2022,Oneida,24,66559,464,1529842,4.26%,COUNTY
11/28/2022,Onondaga,35,137904,731,2802810,4.44%,COUNTY
11/28/2022,Ontario,11,25041,180,482031,4.76%,COUNTY
11/28/2022,Orange,109,131571,996,1974257,10.74%,COUNTY
11/28/2022,Orleans,6,10167,58,158698,8.93%,COUNTY
11/28/2022,Oswego,13,33282,170,533413,7.78%,COUNTY
11/28/2022,Otsego,2,12749,72,312864,3.23%,COUNTY
11/28/2022,Putnam,27,29814,254,492002,10.16%,COUNTY
11/28/2022,Queens,757,817058,6985,14773895,9.42%,COUNTY
11/28/2022,Rensselaer,18,40220,291,877448,6.01%,COUNTY
11/28/2022,Richmond,110,201239,1092,3694722,9.42%,COUNTY
11/28/2022,Rockland,80,112578,764,2362941,10.46%,COUNTY
11/28/2022,STATEWIDE,3857,6272132,43629,123176359,8.27%,STATEWIDE
11/28/2022,Saratoga,25,59132,436,1079134,6.59%,COUNTY
11/28/2022,Schenectady,7,41960,403,839484,2.50%,COUNTY
11/28/2022,Schoharie,1,6325,31,121625,0.00%,COUNTY
11/28/2022,Schuyler,4,4221,79,99886,14.29%,COUNTY
11/28/2022,Seneca,2,7350,48,139796,4.26%,COUNTY
11/28/2022,Southern Tier,74,171111,1159,5980283,6.38%,REGION
11/28/2022,St. Lawrence,6,25541,164,621417,3.70%,COUNTY
11/28/2022,Steuben,11,24471,148,477789,6.47%,COUNTY
11/28/2022,Suffolk,292,534394,3024,8517268,8.81%,COUNTY
11/28/2022,Sullivan,18,23292,224,378316,6.47%,COUNTY
11/28/2022,Tioga,5,13553,96,234695,4.35%,COUNTY
11/28/2022,Tompkins,8,25549,120,3060878,7.02%,COUNTY
11/28/2022,Ulster,24,40866,228,869263,9.50%,COUNTY
11/28/2022,Warren,8,18060,111,340923,10.00%,COUNTY
11/28/2022,Washington,2,15087,71,288881,0.00%,COUNTY
11/28/2022,Wayne,12,21065,149,384101,7.14%,COUNTY
11/28/2022,Westchester,214,316762,2453,5877334,8.46%,COUNTY
11/28/2022,Western New York,107,374656,1610,6229692,6.12%,REGION
11/28/2022,Wyoming,4,9696,46,158464,8.89%,COUNTY
11/28/2022,Yates,0,4290,18,91890,0.00%,COUNTY
11/27/2022,Albany,18,75576,417,1405013,4.41%,COUNTY
11/27/2022,Allegany,7,10423,100,249123,7.37%,COUNTY
11/27/2022,Bronx,263,481789,3375,8866469,7.80%,COUNTY
11/27/2022,Broome,16,56335,287,1184660,4.93%,COUNTY
11/27/2022,Capital Region,90,273533,2083,5264405,4.29%,REGION
11/27/2022,Cattaraugus,4,18663,108,308138,2.06%,COUNTY
11/27/2022,Cayuga,10,19669,129,396191,1.69%,COUNTY
11/27/2022,Central New York,41,219903,1203,4411220,2.48%,REGION
11/27/2022,Chautauqua,9,28422,184,530238,4.92%,COUNTY
11/27/2022,Chemung,12,25814,171,483265,8.33%,COUNTY
11/27/2022,Chenango,12,11420,87,237546,5.56%,COUNTY
11/27/2022,Clinton,8,21540,92,405694,9.64%,COUNTY
11/27/2022,Columbia,4,13127,52,253271,7.69%,COUNTY
11/27/2022,Cortland,0,12844,78,307016,0.00%,COUNTY
11/27/2022,Delaware,3,9702,57,200848,3.64%,COUNTY
11/27/2022,Dutchess,38,80098,494,1484393,7.10%,COUNTY
11/27/2022,Erie,68,259387,1045,4235319,6.35%,COUNTY
11/27/2022,Essex,2,7345,54,165407,4.08%,COUNTY
11/27/2022,Finger Lakes,102,292158,2551,5638944,3.92%,REGION
11/27/2022,Franklin,2,11683,69,218268,2.90%,COUNTY
11/27/2022,Fulton,6,15963,96,231113,6.25%,COUNTY
11/27/2022,Genesee,5,16060,108,275112,4.63%,COUNTY
11/27/2022,Greene,3,10431,39,181563,7.69%,COUNTY
11/27/2022,Hamilton,0,1055,4,20290,0.00%,COUNTY
11/27/2022,Herkimer,3,16876,69,326515,5.17%,COUNTY
11/27/2022,Jefferson,12,25685,189,408444,5.52%,COUNTY
11/27/2022,Kings,493,863362,5867,18749517,8.12%,COUNTY
11/27/2022,Lewis,3,7080,27,104275,13.64%,COUNTY
11/27/2022,Livingston,6,13897,101,285934,5.94%,COUNTY
11/27/2022,Long Island,561,1051354,6151,16935017,8.23%,REGION
11/27/2022,Madison,4,16252,105,372691,3.92%,COUNTY
11/27/2022,Mid-Hudson,343,734509,4130,13433587,7.59%,REGION
11/27/2022,Mohawk Valley,34,132951,644,2745030,5.58%,REGION
11/27/2022,Monroe,66,184627,1591,3663417,4.20%,COUNTY
11/27/2022,Montgomery,3,14506,60,223638,5.08%,COUNTY
11/27/2022,Nassau,307,517252,3279,8420773,8.39%,COUNTY
11/27/2022,New York,283,555777,3328,14477164,8.25%,COUNTY
11/27/2022,New York City,1680,2918358,19728,60553690,8.29%,REGION
11/27/2022,Niagara,15,57654,172,905264,8.77%,COUNTY
11/27/2022,North Country,29,99923,584,1943631,4.86%,REGION
11/27/2022,Oneida,18,66535,314,1529378,6.33%,COUNTY
11/27/2022,Onondaga,22,137869,717,2802079,2.84%,COUNTY
11/27/2022,Ontario,4,25030,275,481851,1.47%,COUNTY
11/27/2022,Orange,68,131462,870,1973261,7.30%,COUNTY
11/27/2022,Orleans,2,10161,58,158640,3.51%,COUNTY
11/27/2022,Oswego,5,33269,174,533243,1.76%,COUNTY
11/27/2022,Otsego,4,12747,71,312792,5.71%,COUNTY
11/27/2022,Putnam,7,29787,135,491748,5.43%,COUNTY
11/27/2022,Queens,546,816301,5872,14766910,9.09%,COUNTY
11/27/2022,Rensselaer,12,40202,242,877157,5.11%,COUNTY
11/27/2022,Richmond,95,201129,1286,3693630,6.71%,COUNTY
11/27/2022,Rockland,48,112498,583,2362177,7.21%,COUNTY
11/27/2022,STATEWIDE,3052,6268275,39642,123132730,7.28%,STATEWIDE
11/27/2022,Saratoga,27,59107,787,1078698,3.36%,COUNTY
11/27/2022,Schenectady,10,41953,252,839081,4.18%,COUNTY
11/27/2022,Schoharie,0,6324,34,121594,0.00%,COUNTY
11/27/2022,Schuyler,2,4217,23,99807,9.09%,COUNTY
11/27/2022,Seneca,5,7348,55,139748,7.41%,COUNTY
11/27/2022,Southern Tier,69,171037,959,5979124,6.42%,REGION
11/27/2022,St. Lawrence,2,25535,149,621253,1.38%,COUNTY
11/27/2022,Steuben,12,24460,175,477641,7.10%,COUNTY
11/27/2022,Suffolk,254,534102,2872,8514244,8.05%,COUNTY
11/27/2022,Sullivan,11,23274,149,378092,7.46%,COUNTY
11/27/2022,Tioga,10,13548,90,234599,11.24%,COUNTY
11/27/2022,Tompkins,2,25541,69,3060758,2.90%,COUNTY
11/27/2022,Ulster,23,40842,328,869035,5.52%,COUNTY
11/27/2022,Warren,9,18052,168,340812,4.46%,COUNTY
11/27/2022,Washington,7,15085,126,288810,4.04%,COUNTY
11/27/2022,Wayne,13,21053,268,383952,4.18%,COUNTY
11/27/2022,Westchester,148,316548,1571,5874881,8.63%,COUNTY
11/27/2022,Western New York,103,374549,1609,6228082,6.25%,REGION
11/27/2022,Wyoming,1,9692,66,158418,1.52%,COUNTY
11/27/2022,Yates,0,4290,29,91872,0.00%,COUNTY
11/26/2022,Albany,20,75558,470,1404596,4.33%,COUNTY
11/26/2022,Allegany,4,10416,80,249023,5.26%,COUNTY
11/26/2022,Bronx,266,481526,3405,8863094,7.29%,COUNTY
11/26/2022,Broome,27,56319,493,1184373,5.12%,COUNTY
11/26/2022,Capital Region,77,273443,1609,5262322,4.66%,REGION
11/26/2022,Cattaraugus,3,18659,76,308030,2.94%,COUNTY
11/26/2022,Cayuga,7,19659,147,396062,2.40%,COUNTY
11/26/2022,Central New York,44,219862,1449,4410017,2.80%,REGION
11/26/2022,Chautauqua,6,28413,92,530054,6.82%,COUNTY
11/26/2022,Chemung,9,25802,221,483094,5.56%,COUNTY
11/26/2022,Chenango,6,11408,81,237459,7.69%,COUNTY
11/26/2022,Clinton,15,21532,165,405602,8.90%,COUNTY
11/26/2022,Columbia,3,13123,49,253219,4.17%,COUNTY
11/26/2022,Cortland,1,12844,73,306938,1.37%,COUNTY
11/26/2022,Delaware,3,9699,86,200791,3.49%,COUNTY
11/26/2022,Dutchess,46,80060,372,1483899,12.14%,COUNTY
11/26/2022,Erie,62,259319,863,4234274,6.92%,COUNTY
11/26/2022,Essex,2,7343,55,165353,3.85%,COUNTY
11/26/2022,Finger Lakes,54,292056,2105,5636393,2.60%,REGION
11/26/2022,Franklin,4,11681,77,218199,5.71%,COUNTY
11/26/2022,Fulton,7,15957,86,231017,8.24%,COUNTY
11/26/2022,Genesee,3,16055,105,275004,2.88%,COUNTY
11/26/2022,Greene,2,10428,40,181524,5.00%,COUNTY
11/26/2022,Hamilton,0,1055,8,20286,0.00%,COUNTY
11/26/2022,Herkimer,3,16873,110,326446,2.30%,COUNTY
11/26/2022,Jefferson,4,25673,146,408255,0.81%,COUNTY
11/26/2022,Kings,470,862869,5838,18743650,8.12%,COUNTY
11/26/2022,Lewis,4,7077,38,104248,6.67%,COUNTY
11/26/2022,Livingston,2,13891,98,285833,2.06%,COUNTY
11/26/2022,Long Island,577,1050793,6917,16928866,7.32%,REGION
11/26/2022,Madison,1,16248,89,372586,0.00%,COUNTY
11/26/2022,Mid-Hudson,412,734166,5277,13429457,7.29%,REGION
11/26/2022,Mohawk Valley,26,132917,794,2744386,3.47%,REGION
11/26/2022,Monroe,38,184561,1378,3661826,2.85%,COUNTY
11/26/2022,Montgomery,3,14503,49,223578,6.98%,COUNTY
11/26/2022,Nassau,297,516945,3627,8417494,7.53%,COUNTY
11/26/2022,New York,374,555494,4575,14473836,8.39%,COUNTY
11/26/2022,New York City,1720,2916678,20255,60533962,8.26%,REGION
11/26/2022,Niagara,10,57639,203,905092,5.00%,COUNTY
11/26/2022,North Country,34,99894,692,1943047,4.29%,REGION
11/26/2022,Oneida,8,66517,390,1529064,2.60%,COUNTY
11/26/2022,Onondaga,26,137847,915,2801362,2.91%,COUNTY
11/26/2022,Ontario,0,25026,159,481576,0.00%,COUNTY
11/26/2022,Orange,75,131394,1145,1972391,5.66%,COUNTY
11/26/2022,Orleans,2,10159,71,158582,2.82%,COUNTY
11/26/2022,Oswego,9,33264,225,533069,4.05%,COUNTY
11/26/2022,Otsego,0,12743,108,312721,0.00%,COUNTY
11/26/2022,Putnam,13,29780,251,491613,5.44%,COUNTY
11/26/2022,Queens,521,815755,5281,14761038,9.50%,COUNTY
11/26/2022,Rensselaer,17,40190,222,876915,7.31%,COUNTY
11/26/2022,Richmond,89,201034,1156,3692344,5.74%,COUNTY
11/26/2022,Rockland,61,112450,741,2361594,8.02%,COUNTY
11/26/2022,STATEWIDE,3104,6265223,41838,123093088,7.00%,STATEWIDE
11/26/2022,Saratoga,13,59080,316,1077911,3.55%,COUNTY
11/26/2022,Schenectady,13,41943,240,838829,5.44%,COUNTY
11/26/2022,Schoharie,5,6324,51,121560,6.67%,COUNTY
11/26/2022,Schuyler,1,4215,34,99784,3.33%,COUNTY
11/26/2022,Seneca,3,7343,60,139693,5.17%,COUNTY
11/26/2022,Southern Tier,75,170968,1426,5978165,5.43%,REGION
11/26/2022,St. Lawrence,5,25533,203,621104,2.50%,COUNTY
11/26/2022,Steuben,9,24448,201,477466,4.69%,COUNTY
11/26/2022,Suffolk,280,533848,3290,8511372,7.10%,COUNTY
11/26/2022,Sullivan,17,23263,244,377943,6.67%,COUNTY
11/26/2022,Tioga,9,13538,110,234509,8.33%,COUNTY
11/26/2022,Tompkins,11,25539,200,3060689,5.50%,COUNTY
11/26/2022,Ulster,12,40819,242,868707,4.11%,COUNTY
11/26/2022,Warren,8,18043,162,340644,4.17%,COUNTY
11/26/2022,Washington,1,15078,110,288684,1.39%,COUNTY
11/26/2022,Wayne,2,21040,171,383684,0.61%,COUNTY
11/26/2022,Westchester,188,316400,2282,5873310,7.64%,COUNTY
11/26/2022,Western New York,85,374446,1314,6226473,6.30%,REGION
11/26/2022,Wyoming,3,9691,35,158352,8.82%,COUNTY
11/26/2022,Yates,1,4290,28,91843,3.70%,COUNTY
11/25/2022,Albany,22,75538,313,1404126,7.19%,COUNTY
11/25/2022,Allegany,5,10412,45,248943,12.20%,COUNTY
11/25/2022,Bronx,191,481260,2086,8859689,8.26%,COUNTY
11/25/2022,Broome,11,56292,146,1183880,7.64%,COUNTY
11/25/2022,Capital Region,56,273366,1098,5260713,5.25%,REGION
11/25/2022,Cattaraugus,1,18656,46,307954,2.78%,COUNTY
11/25/2022,Cayuga,4,19652,77,395915,2.90%,COUNTY
11/25/2022,Central New York,22,219818,685,4408568,3.16%,REGION
11/25/2022,Chautauqua,6,28407,76,529962,7.04%,COUNTY
11/25/2022,Chemung,9,25793,91,482873,9.89%,COUNTY
11/25/2022,Chenango,1,11402,40,237378,2.63%,COUNTY
11/25/2022,Clinton,3,21517,86,405437,3.49%,COUNTY
11/25/2022,Columbia,4,13120,28,253170,0.00%,COUNTY
11/25/2022,Cortland,2,12843,64,306865,3.13%,COUNTY
11/25/2022,Delaware,2,9696,65,200705,3.08%,COUNTY
11/25/2022,Dutchess,33,80014,205,1483527,16.08%,COUNTY
11/25/2022,Erie,30,259257,505,4233411,5.92%,COUNTY
11/25/2022,Essex,0,7341,28,165298,0.00%,COUNTY
11/25/2022,Finger Lakes,86,292002,1526,5634288,5.67%,REGION
11/25/2022,Franklin,3,11677,62,218122,5.00%,COUNTY
11/25/2022,Fulton,2,15950,56,230931,0.00%,COUNTY
11/25/2022,Genesee,6,16052,68,274899,8.82%,COUNTY
11/25/2022,Greene,4,10426,24,181484,9.09%,COUNTY
11/25/2022,Hamilton,0,1055,0,20278,0.00%,COUNTY
11/25/2022,Herkimer,3,16870,123,326336,3.13%,COUNTY
11/25/2022,Jefferson,1,25669,111,408109,0.00%,COUNTY
11/25/2022,Kings,315,862399,4379,18737812,7.35%,COUNTY
11/25/2022,Lewis,1,7073,27,104210,4.35%,COUNTY
11/25/2022,Livingston,5,13889,99,285735,3.16%,COUNTY
11/25/2022,Long Island,435,1050216,4571,16921949,8.42%,REGION
11/25/2022,Madison,1,16247,48,372497,2.56%,COUNTY
11/25/2022,Mid-Hudson,287,733754,3064,13424180,8.88%,REGION
11/25/2022,Mohawk Valley,22,132891,670,2743592,2.97%,REGION
11/25/2022,Monroe,49,184523,954,3660448,5.57%,COUNTY
11/25/2022,Montgomery,2,14500,44,223529,6.90%,COUNTY
11/25/2022,Nassau,252,516648,2454,8413867,9.35%,COUNTY
11/25/2022,New York,237,555120,2962,14469261,8.66%,COUNTY
11/25/2022,New York City,1115,2914958,13827,60513707,8.10%,REGION
11/25/2022,Niagara,6,57629,145,904889,5.17%,COUNTY
11/25/2022,North Country,10,99860,380,1942355,2.22%,REGION
11/25/2022,Oneida,8,66509,328,1528674,1.10%,COUNTY
11/25/2022,Onondaga,11,137821,418,2800447,2.86%,COUNTY
11/25/2022,Ontario,6,25026,153,481417,4.14%,COUNTY
11/25/2022,Orange,34,131319,506,1971246,6.21%,COUNTY
11/25/2022,Orleans,2,10157,38,158511,5.56%,COUNTY
11/25/2022,Oswego,4,33255,78,532844,5.19%,COUNTY
11/25/2022,Otsego,6,12743,79,312613,8.00%,COUNTY
11/25/2022,Putnam,13,29767,100,491362,13.40%,COUNTY
11/25/2022,Queens,313,815234,3667,14755757,8.42%,COUNTY
11/25/2022,Rensselaer,6,40173,114,876693,5.61%,COUNTY
11/25/2022,Richmond,59,200945,733,3691188,8.11%,COUNTY
11/25/2022,Rockland,57,112389,493,2360853,10.72%,COUNTY
11/25/2022,STATEWIDE,2116,6262119,27199,123051250,7.55%,STATEWIDE
11/25/2022,Saratoga,4,59067,124,1077595,3.33%,COUNTY
11/25/2022,Schenectady,10,41930,394,838589,3.77%,COUNTY
11/25/2022,Schoharie,1,6319,40,121509,2.63%,COUNTY
11/25/2022,Schuyler,1,4214,13,99750,7.69%,COUNTY
11/25/2022,Seneca,0,7340,36,139633,0.00%,COUNTY
11/25/2022,Southern Tier,35,170893,561,5976739,6.36%,REGION
11/25/2022,St. Lawrence,2,25528,66,620901,1.75%,COUNTY
11/25/2022,Steuben,8,24439,108,477265,7.84%,COUNTY
11/25/2022,Suffolk,183,533568,2117,8508082,7.44%,COUNTY
11/25/2022,Sullivan,4,23246,121,377699,3.39%,COUNTY
11/25/2022,Tioga,0,13529,47,234399,0.00%,COUNTY
11/25/2022,Tompkins,3,25528,51,3060489,6.00%,COUNTY
11/25/2022,Ulster,12,40807,136,868465,7.75%,COUNTY
11/25/2022,Warren,2,18035,51,340482,4.00%,COUNTY
11/25/2022,Washington,4,15077,50,288574,7.32%,COUNTY
11/25/2022,Wayne,13,21038,121,383513,10.17%,COUNTY
11/25/2022,Westchester,134,316212,1503,5871028,8.31%,COUNTY
11/25/2022,Western New York,48,374361,817,6225159,6.20%,REGION
11/25/2022,Wyoming,3,9688,36,158317,0.00%,COUNTY
11/25/2022,Yates,2,4289,21,91815,10.00%,COUNTY
11/24/2022,Albany,31,75516,388,1403813,8.15%,COUNTY
11/24/2022,Allegany,6,10407,84,248898,1.35%,COUNTY
11/24/2022,Bronx,345,481069,4042,8857603,8.49%,COUNTY
11/24/2022,Broome,19,56281,319,1183734,5.36%,COUNTY
11/24/2022,Capital Region,116,273310,1712,5259615,6.99%,REGION
11/24/2022,Cattaraugus,3,18655,76,307908,1.72%,COUNTY
11/24/2022,Cayuga,5,19648,157,395838,2.94%,COUNTY
11/24/2022,Central New York,51,219796,1418,4407883,3.59%,REGION
11/24/2022,Chautauqua,3,28401,306,529886,0.68%,COUNTY
11/24/2022,Chemung,20,25784,383,482782,8.85%,COUNTY
11/24/2022,Chenango,9,11401,72,237338,7.58%,COUNTY
11/24/2022,Clinton,9,21514,134,405351,7.89%,COUNTY
11/24/2022,Columbia,2,13116,47,253142,2.27%,COUNTY
11/24/2022,Cortland,2,12841,103,306801,1.94%,COUNTY
11/24/2022,Delaware,2,9694,59,200640,3.64%,COUNTY
11/24/2022,Dutchess,62,79981,591,1483322,10.18%,COUNTY
11/24/2022,Erie,80,259227,1010,4232906,8.13%,COUNTY
11/24/2022,Essex,2,7341,63,165270,4.76%,COUNTY
11/24/2022,Finger Lakes,90,291916,2351,5632762,3.80%,REGION
11/24/2022,Franklin,10,11674,103,218060,8.60%,COUNTY
11/24/2022,Fulton,6,15948,76,230875,7.25%,COUNTY
11/24/2022,Genesee,2,16046,116,274831,1.82%,COUNTY
11/24/2022,Greene,3,10422,43,181460,6.98%,COUNTY
11/24/2022,Hamilton,1,1055,6,20278,16.67%,COUNTY
11/24/2022,Herkimer,6,16867,148,326213,5.88%,COUNTY
11/24/2022,Jefferson,6,25668,151,407998,3.82%,COUNTY
11/24/2022,Kings,671,862084,8329,18733433,7.68%,COUNTY
11/24/2022,Lewis,0,7072,35,104183,0.00%,COUNTY
11/24/2022,Livingston,4,13884,115,285636,3.48%,COUNTY
11/24/2022,Long Island,701,1049781,7950,16917378,8.08%,REGION
11/24/2022,Madison,3,16246,114,372449,2.91%,COUNTY
11/24/2022,Mid-Hudson,502,733467,6287,13421116,7.55%,REGION
11/24/2022,Mohawk Valley,39,132869,822,2742922,5.15%,REGION
11/24/2022,Monroe,56,184474,1504,3659494,3.74%,COUNTY
11/24/2022,Montgomery,4,14498,84,223485,5.80%,COUNTY
11/24/2022,Nassau,386,516396,4345,8411413,8.42%,COUNTY
11/24/2022,New York,457,554883,6663,14466299,6.72%,COUNTY
11/24/2022,New York City,2196,2913843,27283,60499880,7.75%,REGION
11/24/2022,Niagara,25,57623,351,904744,6.50%,COUNTY
11/24/2022,North Country,36,99850,667,1941975,5.62%,REGION
11/24/2022,Oneida,18,66501,395,1528346,4.60%,COUNTY
11/24/2022,Onondaga,34,137810,860,2800029,3.92%,COUNTY
11/24/2022,Ontario,9,25020,218,481264,3.86%,COUNTY
11/24/2022,Orange,74,131285,1163,1970740,5.80%,COUNTY
11/24/2022,Orleans,5,10155,57,158473,7.41%,COUNTY
11/24/2022,Oswego,7,33251,184,532766,3.87%,COUNTY
11/24/2022,Otsego,4,12737,65,312534,6.35%,COUNTY
11/24/2022,Putnam,30,29754,281,491262,7.28%,COUNTY
11/24/2022,Queens,620,814921,6734,14752090,8.65%,COUNTY
11/24/2022,Rensselaer,21,40167,244,876579,9.13%,COUNTY
11/24/2022,Richmond,103,200886,1515,3690455,6.73%,COUNTY
11/24/2022,Rockland,72,112332,1044,2360360,6.90%,COUNTY
11/24/2022,STATEWIDE,3931,6260003,51775,123024051,7.25%,STATEWIDE
11/24/2022,Saratoga,14,59063,290,1077471,4.96%,COUNTY
11/24/2022,Schenectady,15,41920,321,838195,6.90%,COUNTY
11/24/2022,Schoharie,1,6318,54,121469,1.89%,COUNTY
11/24/2022,Schuyler,2,4213,44,99737,6.25%,COUNTY
11/24/2022,Seneca,2,7340,63,139597,3.33%,COUNTY
11/24/2022,Southern Tier,83,170858,1458,5976178,6.07%,REGION
11/24/2022,St. Lawrence,8,25526,175,620835,4.68%,COUNTY
11/24/2022,Steuben,17,24431,261,477157,6.43%,COUNTY
11/24/2022,Suffolk,315,533385,3605,8505965,7.68%,COUNTY
11/24/2022,Sullivan,19,23242,239,377578,7.91%,COUNTY
11/24/2022,Tioga,4,13529,128,234352,3.20%,COUNTY
11/24/2022,Tompkins,10,25525,192,3060438,5.46%,COUNTY
11/24/2022,Ulster,25,40795,376,868329,6.90%,COUNTY
11/24/2022,Warren,12,18033,219,340431,5.11%,COUNTY
11/24/2022,Washington,18,15073,160,288524,7.48%,COUNTY
11/24/2022,Wayne,10,21025,189,383392,5.46%,COUNTY
11/24/2022,Westchester,220,316078,2593,5869525,7.94%,COUNTY
11/24/2022,Western New York,117,374313,1827,6224342,5.97%,REGION
11/24/2022,Wyoming,1,9685,39,158281,2.56%,COUNTY
11/24/2022,Yates,1,4287,50,91794,2.08%,COUNTY
11/23/2022,Albany,35,75485,633,1403425,5.32%,COUNTY
11/23/2022,Allegany,5,10401,89,248814,5.88%,COUNTY
11/23/2022,Bronx,477,480724,6123,8853561,6.96%,COUNTY
11/23/2022,Broome,24,56262,407,1183415,5.97%,COUNTY
11/23/2022,Capital Region,130,273194,2781,5257903,4.62%,REGION
11/23/2022,Cattaraugus,4,18652,117,307832,4.17%,COUNTY
11/23/2022,Cayuga,7,19643,157,395681,3.05%,COUNTY
11/23/2022,Central New York,86,219745,1960,4406465,4.20%,REGION
11/23/2022,Chautauqua,8,28398,170,529580,4.76%,COUNTY
11/23/2022,Chemung,14,25764,284,482399,5.33%,COUNTY
11/23/2022,Chenango,5,11392,86,237266,6.41%,COUNTY
11/23/2022,Clinton,10,21505,126,405217,9.30%,COUNTY
11/23/2022,Columbia,6,13114,59,253095,10.34%,COUNTY
11/23/2022,Cortland,2,12839,105,306698,1.90%,COUNTY
11/23/2022,Delaware,7,9692,83,200581,7.69%,COUNTY
11/23/2022,Dutchess,47,79919,540,1482731,8.19%,COUNTY
11/23/2022,Erie,73,259147,1199,4231896,6.10%,COUNTY
11/23/2022,Essex,3,7339,73,165207,4.88%,COUNTY
11/23/2022,Finger Lakes,116,291826,2766,5630411,4.22%,REGION
11/23/2022,Franklin,2,11664,74,217957,3.92%,COUNTY
11/23/2022,Fulton,7,15942,184,230799,2.91%,COUNTY
11/23/2022,Genesee,11,16044,128,274715,8.87%,COUNTY
11/23/2022,Greene,6,10419,56,181417,5.77%,COUNTY
11/23/2022,Hamilton,0,1054,11,20272,0.00%,COUNTY
11/23/2022,Herkimer,2,16861,182,326065,1.80%,COUNTY
11/23/2022,Jefferson,13,25662,253,407847,2.15%,COUNTY
11/23/2022,Kings,840,861413,11271,18725104,6.64%,COUNTY
11/23/2022,Lewis,3,7072,37,104148,11.54%,COUNTY
11/23/2022,Livingston,5,13880,128,285521,4.17%,COUNTY
11/23/2022,Long Island,1181,1049080,12493,16909428,7.53%,REGION
11/23/2022,Madison,2,16243,129,372335,0.00%,COUNTY
11/23/2022,Mid-Hudson,576,732965,7725,13414829,6.56%,REGION
11/23/2022,Mohawk Valley,46,132830,1189,2742100,4.34%,REGION
11/23/2022,Monroe,78,184418,1848,3657990,4.19%,COUNTY
11/23/2022,Montgomery,9,14494,72,223401,13.04%,COUNTY
11/23/2022,Nassau,577,516010,6470,8407068,7.12%,COUNTY
11/23/2022,New York,625,554426,9268,14459636,6.77%,COUNTY
11/23/2022,New York City,3004,2911647,38946,60472597,7.07%,REGION
11/23/2022,Niagara,15,57598,243,904393,6.16%,COUNTY
11/23/2022,North Country,35,99814,697,1941308,4.54%,REGION
11/23/2022,Oneida,22,66483,611,1527951,4.07%,COUNTY
11/23/2022,Onondaga,67,137776,1326,2799169,4.94%,COUNTY
11/23/2022,Ontario,9,25011,227,481046,4.27%,COUNTY
11/23/2022,Orange,77,131211,1293,1969577,5.87%,COUNTY
11/23/2022,Orleans,1,10150,56,158416,2.04%,COUNTY
11/23/2022,Oswego,8,33244,243,532582,3.38%,COUNTY
11/23/2022,Otsego,5,12733,100,312469,5.49%,COUNTY
11/23/2022,Putnam,30,29724,354,490981,6.40%,COUNTY
11/23/2022,Queens,917,814301,10296,14745356,8.05%,COUNTY
11/23/2022,Rensselaer,19,40146,611,876335,2.67%,COUNTY
11/23/2022,Richmond,145,200783,1988,3688940,6.29%,COUNTY
11/23/2022,Rockland,88,112260,1180,2359316,6.32%,COUNTY
11/23/2022,STATEWIDE,5366,6256072,71882,122972276,6.60%,STATEWIDE
11/23/2022,Saratoga,30,59049,537,1077181,6.02%,COUNTY
11/23/2022,Schenectady,17,41905,432,837874,5.09%,COUNTY
11/23/2022,Schoharie,1,6317,40,121415,2.70%,COUNTY
11/23/2022,Schuyler,2,4211,91,99693,4.35%,COUNTY
11/23/2022,Seneca,2,7338,86,139534,1.33%,COUNTY
11/23/2022,Southern Tier,87,170775,1507,5974720,5.95%,REGION
11/23/2022,St. Lawrence,4,25518,123,620660,3.67%,COUNTY
11/23/2022,Steuben,16,24414,218,476896,7.46%,COUNTY
11/23/2022,Suffolk,604,533070,6023,8502360,8.02%,COUNTY
11/23/2022,Sullivan,14,23223,247,377339,5.63%,COUNTY
11/23/2022,Tioga,5,13525,124,234224,3.33%,COUNTY
11/23/2022,Tompkins,14,25515,214,3060246,5.97%,COUNTY
11/23/2022,Ulster,31,40770,367,867953,8.51%,COUNTY
11/23/2022,Warren,12,18021,306,340212,2.70%,COUNTY
11/23/2022,Washington,5,15055,147,288364,2.27%,COUNTY
11/23/2022,Wayne,6,21015,200,383203,3.21%,COUNTY
11/23/2022,Westchester,289,315858,3744,5866932,6.49%,COUNTY
11/23/2022,Western New York,105,374196,1818,6222515,5.86%,REGION
11/23/2022,Wyoming,2,9684,45,158242,2.63%,COUNTY
11/23/2022,Yates,2,4286,48,91744,5.41%,COUNTY
11/22/2022,Albany,27,75450,453,1402792,6.32%,COUNTY
11/22/2022,Allegany,2,10396,80,248725,0.00%,COUNTY
11/22/2022,Bronx,324,480247,4156,8847438,7.40%,COUNTY
11/22/2022,Broome,27,56238,403,1183008,6.80%,COUNTY
11/22/2022,Capital Region,100,273064,1967,5255122,5.85%,REGION
11/22/2022,Cattaraugus,5,18648,124,307715,3.37%,COUNTY
11/22/2022,Cayuga,6,19636,187,395524,4.31%,COUNTY
11/22/2022,Central New York,53,219659,1601,4404505,3.63%,REGION
11/22/2022,Chautauqua,4,28390,146,529410,3.03%,COUNTY
11/22/2022,Chemung,22,25750,451,482115,7.76%,COUNTY
11/22/2022,Chenango,5,11387,76,237180,6.94%,COUNTY
